iter	Logloss
163	0.08906911303
164	0.08836224696
165	0.08736251618
166	0.0868339672
167	0.0860989844
168	0.08530036553
169	0.0844902292
170	0.08379368015
171	0.0831659357
172	0.08247486861
173	0.08204099348
174	0.08155963471
175	0.08103712122
176	0.08055877686
177	0.08011160364
178	0.07932700311
179	0.07876457534
180	0.07823822715
181	0.07759071564
182	0.07706264683
183	0.07628648931
184	0.07574915052
185	0.07494390261
186	0.07443855526
187	0.07392235736
188	0.07345544375
189	0.07307869571
190	0.07256637253
191	0.07212934961
192	0.07165866132
193	0.07115998968
194	0.07054739732
195	0.07003962243
196	0.0695718085
197	0.06902282555
198	0.06848489988
199	0.06780031511
200	0.06746634903
201	0.06712768128
202	0.06664506872
203	0.06625918408
204	0.06577065608
205	0.06532898483
206	0.06488770705
207	0.06453938918
208	0.06415170389
209	0.06373679555
210	0.0634057105
211	0.06285363311
212	0.06236951334
213	0.06179309391
214	0.06120801139
215	0.06077713733
216	0.06033279179
217	0.06006811716
218	0.05960651211
219	0.0592922264
220	0.05880709295
221	0.05837901322
222	0.05795566852
223	0.05766477785
224	0.05729868029
225	0.05697241696
226	0.05667504397
227	0.05630493164
228	0.055965657
229	0.05562065365
230	0.05529727136
231	0.05489072266
232	0.05459250937
233	0.05434357036
234	0.05414881073
235	0.05368687556
236	0.05329527221
237	0.05298869927
238	0.05261209795
239	0.05221502598
240	0.05201377068
241	0.05177769961
242	0.05145358706
243	0.05109762979
244	0.05073501347
245	0.05047184271
246	0.05008612813
247	0.04976045835
248	0.04942710583
249	0.04918620303
250	0.04881931852
251	0.04849550607
252	0.04811544685
253	0.04791522526
254	0.04769273238
255	0.04739599962
256	0.04718362368
257	0.04689498048
258	0.0467040222
259	0.04646370628
260	0.04624334749
261	0.04597502822
262	0.04563034164
263	0.04535139191
264	0.04514848936
265	0.04496155585
266	0.04483702466
267	0.04457908244
268	0.04432102684
269	0.04409913417
270	0.04395760023
271	0.0436434279
272	0.0433495995
273	0.0431241589
274	0.04285414569
275	0.04260093516
276	0.04237412406
277	0.04215690306
278	0.04199410819
279	0.04175163482
280	0.0415541042
281	0.04141697183
282	0.04125431701
283	0.04107749379
284	0.04094033475
285	0.04072240016
286	0.04058727184
287	0.04044344042
288	0.04027523361
289	0.04006533189
290	0.0398981888
291	0.03967537913
292	0.03944595377
293	0.03920986602
294	0.03900671339
295	0.0387778849
296	0.03861218899
297	0.03829954387
298	0.03810210995
299	0.03794520385
300	0.03782681485
301	0.03761467567
302	0.03743851268
303	0.03725681438
304	0.03711764796
305	0.03694647676
306	0.03686991605
307	0.03672673152
308	0.03657663785
309	0.0363702674
310	0.03624134464
311	0.03603783187
312	0.03584227862
313	0.03572266252
314	0.0355528318
315	0.03534272334
316	0.03516796419
317	0.03497981692
318	0.03481085317
319	0.03471114085
320	0.03456332467
321	0.03445850052
322	0.03433941461
323	0.03418376229
324	0.03403450226
325	0.03390728344
326	0.03379030828
327	0.03369492751
328	0.03356395401
329	0.03337772076
330	0.03325853148
331	0.03309073482
332	0.03292455873
333	0.03269703071
334	0.03260076963
335	0.0324071404
336	0.0322690677
337	0.03211609634
338	0.031959457
339	0.03178171678
340	0.03160600062
341	0.03146680752
342	0.03130561322
343	0.03117963484
344	0.03100884044
345	0.03087122457
346	0.0308021332
347	0.03066025581
348	0.03056378131
349	0.03045092763
350	0.03034575336
351	0.03021767089
352	0.03009037871
353	0.0299593552
354	0.02979211874
355	0.02966673391
356	0.02952568681
357	0.02932982011
358	0.02922246173
359	0.02905256765
360	0.02895459929
361	0.02889377087
362	0.02878560553
363	0.02862435788
364	0.02842953489
365	0.02832211981
366	0.02818731161
367	0.02799946445
368	0.02787330601
369	0.02776859357
370	0.02770001905
371	0.02756845534
372	0.02748389844
373	0.02735741155
374	0.02724891109
375	0.02710379587
376	0.02701026743
377	0.02691491667
378	0.02682822401
379	0.02672625922
380	0.0266126686
381	0.02650735428
382	0.02643475166
383	0.0263397827
384	0.02626219663
385	0.02617400509
386	0.02609156562
387	0.02603125239
388	0.0259898976
389	0.02588522184
390	0.02578999613
391	0.02565496952
392	0.02553477654
393	0.02546137029
394	0.02537012434
395	0.02529706822
396	0.02524670854
397	0.02516188988
398	0.02505842122
399	0.02493482536
400	0.02482476268
401	0.0247276813
402	0.02465013857
403	0.02453497406
404	0.0244339296
405	0.02433118787
406	0.0242704078
407	0.02418422032
408	0.02410096389
409	0.02401843438
410	0.02397839006
411	0.02391531417
412	0.02384262318
413	0.02375638402
414	0.02364938743
415	0.0235547686
416	0.02345947452
417	0.0234014121
418	0.02330231
419	0.02324203678
420	0.02316112785
421	0.02307926525
422	0.0229943999
423	0.02290792232
424	0.02283261372
425	0.0227559063
426	0.02272142397
427	0.02263242882
428	0.02255712356
429	0.02245139742
430	0.02235939286
431	0.02230840296
432	0.0222185475
433	0.02215005635
434	0.02208031308
435	0.02199907069
436	0.02193763373
437	0.02185418056
438	0.02176601403
439	0.02165935423
440	0.02159128656
441	0.02150169453
442	0.02143369355
443	0.02139445618
444	0.02131589809
445	0.02124623652
446	0.0211630101
447	0.02107951024
448	0.02101094906
449	0.02095457891
450	0.02087958209
451	0.02080726457
452	0.02076103304
453	0.02068691821
454	0.02060749814
455	0.02054244155
456	0.02047072424
457	0.02039740803
458	0.02032359663
459	0.0202468792
460	0.02019884536
461	0.02014149819
462	0.02009168205
463	0.0200373943
464	0.01998172106
465	0.01990838484
466	0.01987083475
467	0.01981723892
468	0.01971484564
469	0.01965489754
470	0.01958572448
471	0.01954741911
472	0.01949701943
473	0.01940696223
474	0.01936865853
475	0.01930886549
476	0.01923904552
477	0.01916660629
478	0.01913416136
479	0.01907246596
480	0.01903011082
481	0.01897613485
482	0.01891479959
483	0.01886062689
484	0.0187813352
485	0.0187267757
486	0.01869483428
487	0.01863729203
488	0.01857492807
489	0.0184844924
490	0.01839621751
491	0.01834346865
492	0.01828288365
493	0.01822932617
494	0.01816556837
495	0.0181227614
496	0.0180658994
497	0.01799768501
498	0.01795073489
499	0.01789408797
500	0.0178464226
501	0.01776469337
502	0.01773035943
503	0.0176538204
504	0.01759420408
505	0.01753855085
506	0.01748556357
507	0.01743309648
508	0.01739020448
509	0.01734640215
510	0.01731710167
511	0.01726051144
512	0.01719585832
513	0.01712938455
514	0.01705861258
515	0.01702604927
516	0.01696843367
517	0.01690423739
518	0.0168499313
519	0.01679348279
520	0.01675129604
521	0.01670354396
522	0.01664845927
523	0.01659331288
524	0.0165429082
525	0.01649252351
526	0.01646772798
527	0.01643345239
528	0.01638694576
529	0.01632965028
530	0.01628397228
531	0.0162333175
532	0.01618651077
533	0.01614131461
534	0.01609367757
535	0.01605729123
536	0.0159949256
537	0.01596262905
538	0.01593437895
539	0.01589655709
540	0.01584966866
541	0.01580100293
542	0.01574475615
543	0.01568086998
544	0.01562563356
545	0.01557636761
546	0.01554144012
547	0.01550966209
548	0.01548477986
549	0.01544322501
550	0.01540809745
551	0.01536996215
552	0.01531615291
553	0.01529995545
554	0.01527104011
555	0.01521717085
556	0.01518682
557	0.01515905674
558	0.01512448438
559	0.01508088712
560	0.01502691949
561	0.01497489422
562	0.01492415108
563	0.0148893503
564	0.01485566159
565	0.01481639755
566	0.01479440969
567	0.01475846017
568	0.01471443443
569	0.01467174083
570	0.01463077118
571	0.01459048678
572	0.01455309508
573	0.01450530632
574	0.01445711909
575	0.01441119601
576	0.01438746586
577	0.01436193673
578	0.01432090039
579	0.01429071126
580	0.01425477008
581	0.01423257214
582	0.01418699585
583	0.01413558246
584	0.014101647
585	0.01406355838
586	0.01402210689
587	0.01399086906
588	0.01395412258
589	0.01390567109
590	0.01386616947
591	0.01383258579
592	0.01379062996
593	0.01373472914
594	0.01368200696
595	0.01364226691
596	0.01359629798
597	0.01355127605
598	0.01351630938
599	0.01348903463
600	0.01344283644
601	0.01341775414
602	0.01337760228
603	0.01335019665
604	0.01332253843
605	0.01329339301
606	0.01326188174
607	0.01321364783
608	0.013171717
609	0.01313300733
610	0.01310982237
611	0.0130689636
612	0.01304350033
613	0.01300974076
614	0.01297731833
615	0.01295204263
616	0.01292992972
617	0.01288948693
618	0.01287750764
619	0.01285224694
620	0.01280924824
621	0.01277537613
622	0.01274400991
623	0.0127086381
624	0.01266871132
625	0.0126500163
626	0.01261946538
627	0.01259071343
628	0.01256042094
629	0.0125374794
630	0.01250118559
631	0.01246008506
632	0.01242804194
633	0.01240123235
634	0.01236702596
635	0.01232449992
636	0.01229501271
637	0.01226892755
638	0.01224526659
639	0.01221734494
640	0.01218128705
641	0.01215565288
642	0.01211587866
643	0.01208702501
644	0.01205486351
645	0.01202944692
646	0.01199705117
647	0.01194762683
648	0.01191635065
649	0.01188431003
650	0.01184979936
651	0.01180944409
652	0.01177060187
653	0.01174314039
654	0.01171704106
655	0.01168158171
656	0.01165847678
657	0.01163258252
658	0.01160461753
659	0.01156862632
660	0.01153961929
661	0.01150870657
662	0.01146973763
663	0.01144321065
664	0.01141952801
665	0.01139486753
666	0.01137022705
667	0.01134125836
668	0.01132249999
669	0.01129795121
670	0.01126711852
671	0.01124198287
672	0.01121542004
673	0.01118134619
674	0.01115524685
675	0.01112402569
676	0.01109564221
677	0.01107416787
678	0.01105051774
679	0.01101724418
680	0.01097950569
681	0.01094719247
682	0.0109230405
683	0.01089539144
684	0.0108576171
685	0.01084263175
686	0.01081603057
687	0.01079621849
688	0.0107566385
689	0.01072854095
690	0.0107012737
691	0.01067999193
692	0.01065033799
693	0.01062108587
694	0.01059220054
695	0.01055499807
696	0.01053470665
697	0.01050635318
698	0.01048778654
699	0.01046738258
700	0.01043942258
701	0.01041390679
702	0.01038602849
703	0.01036310113
704	0.01034157259
705	0.01031820091
706	0.01029844551
707	0.01028167618
708	0.01025668724
709	0.01023678763
710	0.0102134001
711	0.01019393731
712	0.01017429445
713	0.01014639948
714	0.01011963324
715	0.0100936031
716	0.01007581257
717	0.01004610195
718	0.01002654829
719	0.01000742729
720	0.009984705832
721	0.00996856256
722	0.009950882905
723	0.009941310316
724	0.009921177284
725	0.009895391398
726	0.009872823328
727	0.009855065312
728	0.009836442821
729	0.009819636812
730	0.009790069573
731	0.009763604277
732	0.009730985115
733	0.009708042745
734	0.009677556011
735	0.009652159431
736	0.009626688657
737	0.009610237775
738	0.009583733299
739	0.009560755083
740	0.009544608476
741	0.009521892021
742	0.009507983715
743	0.009491478647
744	0.009469659178
745	0.009439394191
746	0.009421701198
747	0.009405035239
748	0.009385307352
749	0.009361495505
750	0.009340579693
751	0.00931315322
752	0.009294928371
753	0.009278914312
754	0.009261002907
755	0.009244483668
756	0.0092251826
757	0.009203266431
758	0.009185074093
759	0.00916231929
760	0.009143547578
761	0.009122410854
762	0.009097232685
763	0.00906822398
764	0.009041105951
765	0.009026925047
766	0.009015880265
767	0.008993203823
768	0.00897580677
769	0.008951185467
770	0.008933693379
771	0.008910879389
772	0.008892055158
773	0.008878630358
774	0.008868909382
775	0.008844353936
776	0.008835797543
777	0.008813839692
778	0.008791406671
779	0.008771770484
780	0.008746232186
781	0.008720768082
782	0.008704351378
783	0.008686666722
784	0.008673597883
785	0.008656261684
786	0.008637850935
787	0.008614590952
788	0.008592886525
789	0.008575727056
790	0.008550920687
791	0.008536328803
792	0.008520366429
793	0.008505045951
794	0.008485035463
795	0.008457348897
796	0.008437863597
797	0.00841744713
798	0.00840546618
799	0.008381336719
800	0.008368718874
801	0.008348178197
802	0.008326583809
803	0.008315024676
804	0.008293725394
805	0.008277616301
806	0.00826816959
807	0.008250056447
808	0.008231233884
809	0.008217864937
810	0.008203165514
811	0.008189955791
812	0.008169385937
813	0.00814848513
814	0.008129479168
815	0.008115106529
816	0.008107783911
817	0.008096748299
818	0.008072827246
819	0.008058231194
820	0.008035708141
821	0.00801698478
822	0.008000441364
823	0.007979983216
824	0.007965600574
825	0.00795238835
826	0.007939468731
827	0.007924495043
828	0.007904026058
829	0.007892447752
830	0.007873132512
831	0.007861057362
832	0.007843802859
833	0.007821694954
834	0.00780953644
835	0.00779028289
836	0.007769108652
837	0.007749539155
838	0.007735585833
839	0.007716248085
840	0.007699988105
841	0.007685496257
842	0.007675531027
843	0.00766217125
844	0.007651083953
845	0.007631101808
846	0.007616121452
847	0.0076078635
848	0.007587331158
849	0.007577697714
850	0.007563102495
851	0.007549671026
852	0.007537880144
853	0.007521756045
854	0.007500757704
855	0.007482983849
856	0.007469621572
857	0.007455853316
858	0.007442225943
859	0.007428037537
860	0.007413928325
861	0.007402806849
862	0.007392259744
863	0.007375627131
864	0.007362469093
865	0.007350057155
866	0.007335052624
867	0.007319141935
868	0.0072999334
869	0.007278894211
870	0.007259776542
871	0.007249405334
872	0.00723384477
873	0.007222033881
874	0.007201394835
875	0.007191272049
876	0.007172576197
877	0.007152218919
878	0.007142225346
879	0.007127189136
880	0.007114337041
881	0.007094614989
882	0.00708267572
883	0.007068283074
884	0.007058150285
885	0.007047317245
886	0.007024693322
887	0.007013642705
888	0.006998382248
889	0.006984930355
890	0.006966547949
891	0.00695520431
892	0.006943469281
893	0.006925071036
894	0.006909751809
895	0.006894543454
896	0.00688325025
897	0.006868518316
898	0.006857660267
899	0.006842688664
900	0.006830616431
901	0.006815656499
902	0.006803967736
903	0.006785895441
904	0.006771196019
905	0.006751409361
906	0.006738723575
907	0.006724586437
908	0.006713857184
909	0.006698866824
910	0.006685582074
911	0.006675770233
912	0.00666631852
913	0.006653616478
914	0.006636725022
915	0.006625927828
916	0.006615139805
917	0.006603587341
918	0.006593462887
919	0.006578508374
920	0.006570920244
921	0.006557005269
922	0.006541941966
923	0.006532617382
924	0.006512902417
925	0.006505730686
926	0.006498183821
927	0.006485982375
928	0.006471064124
929	0.006456125866
930	0.006443427993
931	0.006435684391
932	0.006421982825
933	0.0064089069
934	0.00639166115
935	0.006382314892
936	0.006369141432
937	0.006357844893
938	0.006345449628
939	0.006334041382
940	0.00631776598
941	0.006303740548
942	0.006294677724
943	0.00628205988
944	0.006265716953
945	0.006257289356
946	0.00624790225
947	0.006231974055
948	0.006222489414
949	0.006209380143
950	0.006199639577
951	0.006190112421
952	0.006177623372
953	0.006165441516
954	0.006158055125
955	0.006147290443
956	0.006138327238
957	0.006125694805
958	0.006112352951
959	0.006103807396
960	0.006093563317
961	0.006081092608
962	0.006068919922
963	0.006058769626
964	0.006049653033
965	0.006042909789
966	0.006032417704
967	0.006027718524
968	0.006019964085
969	0.006007348741
970	0.00599792037
971	0.005986518376
972	0.005977756494
973	0.005967785428
974	0.005960366943
975	0.005948651504
976	0.005940756598
977	0.005931967622
978	0.005919547348
979	0.005906963265
980	0.005896331964
981	0.005888367033
982	0.005878110866
983	0.005865247933
984	0.005856261804
985	0.005847700409
986	0.005836789425
987	0.005824631328
988	0.005816836874
989	0.005805621614
990	0.005797308642
991	0.005789302029
992	0.005779788211
993	0.00577267275
994	0.005762225264
995	0.005753564251
996	0.005741211918
997	0.005729278484
998	0.005718815994
999	0.005709095852
004798127221
993	0.004795758874
994	0.004788812224
995	0.004780345447
996	0.004770180562
997	0.004762185203
998	0.00475402812
999	0.004744979051
58
999	0.004287802799
